species,group_ids,gene_identifiers
ath,T,At5g57360|ZTL|ADO1|LKP1|Zeitlupe
ath,H,At5g57380|VIN3|Vernalization Insensitive
ath,H,At5g57390|AIL5|CHO1|Aintegumenta-Like
ath,S,At5g57590|BIO1|Biotin Auxotroph
ath,V,At5g57740|XBAT32|XBA3 Ortholog 2 in Arabidopsis thaliana
ath,V,At5g57800|CER3|FLP1|YRE|WAX2|Eceriferum
ath,R,At5g57880|MPS1|PRD2|Multipolar Spindle
ath,S,At5g57930|EMB1629|APO2|Embryo Defective
ath,P,At5g58070|TIL1|Temperature-Induced Lipocalin
ath,C,At5g58140|PHOT2|Phototropin
ath,S,At5g58230|MSI1|MEE70|Multicopy Suppressor of IRA
ath,S,At5g58250|EMB3143|Embryo Defective
ath,V,At5g58270|Sta1|ATM3|Starik
ath,H,At5g58290|BIM409|BMAA Insensitive Morphology
ath,V,At5g58600|PMR5|Powdery Mildew Resistant
ath,P,At5g58960|GIL1|Gravitropic in Light
ath,H,At5g59220|PP2CA2|Protein Phosphatase 2C
ath,S,At5g59340|WOX2|Wuschel Related Homeobox
ath,S,At5g59440|ZEUS1|Zeus
ath,P,At5g59560|SRR1|Sensitivity to Red Light Reduced
ath,I,At5g59710|VIP2|VIRE2 Interacting Protein
ath,V,At5g59780|MYB59|MYB Transcription Factor
ath,I,At5g59890|ADF4|Actin-Depolymerizing Factor
ath,P,At5g59920|ULI3|UV-B Light Insensitive
ath,H,At5g60410|AtSIZ1
ath,S,At5g60540|EMB2407|PDX2|Embryo Defective
ath,V,At5g60600|HDS|CSB3/ CLB4|ISPG|4-Hydroxy-3-Methylbut-2-Enyl Diphosphate Synthase
ath,V,At5g60690|REV|IFL1|Revoluta
ath,B,At5g60760
ath,R,At5g60910|AGL8|FUL|Agamous-Like
ath,C,At5g60920|COB|Cobra
ath,C,At5g61070|HDA18|Histone Deacetylase of  HDA1 Superfamily
ath,T,At5g61150|VIP4|Vernalization Independence
ath,B,At5g61160|AtACT|Agmatine Coumaroyltransferase
ath,G,At5g61230|ANK6|Ankyrin Repeat Protein
ath,T,At5g61380|TOC1|APRR1|Timing of CAB Expression
ath,S,At5g61410|EMB2728|RPE|Embryo Defective
ath,B,At5g61420|MYB28|PMG1|HAG1|MYB Domain Protein
ath,H,"At5g61460|MIM|RAD18|SMC6B|MMS, Irradiation, Mitomycin C Sensitive"
ath,P,At5g61640|PMSR2|MSRA1|Peptide Methionine Sulfoxide Reductase
ath,V,At5g61850|LFY|LFY3|Leafy
ath,V,At5g61900|BON1|CPN1|Bonzai
ath,V,At5g62000|ARF2|HSS|ORE14|Auxin Response Factor
ath,C,At5g62310|IRE|Incomplete Root Hair Elongation
ath,R,At5g62320|AtMYB99|MYBCU15|MYB Domain Protein
ath,P,At5g62390|BAG7|BCL-2-Associate Athanogene
ath,G,At5g62410|TTN3|AtCAP-E1|SMC2|Titan
ath,S,At5g62440|DOM1|EMB514|Domino
ath,V,At5g62470|MYB96|MYB Transcription Factor
ath,V,At5g62500|AtEB1B|END Binding Protein
ath,L,At5g62790|PDE129|DXR|Pigment Defective Embryo
ath,L,At5g62810|PED2|PEX14|Peroxisome Defective
ath,P,At5g62920|ARR6|Arabidopsis Response Regulator
ath,S,At5g62990|EMB1692|Embryo Defective
ath,S,At5g63050|EMB2759|Embryo Defective
ath,T,At5g63110|HDA6|SIL1|AXL1|Histone Deacetylase
ath,P,At5g63310|NDPK2|Nucleoside Diphosphate Kinase
ath,S,At5g63420|EMB2746|Embryo Defective
ath,L,At5g63780|SHA1|Shoot Apical Meristem Arrest
ath,V,At5g63840|RSW3|PSL5|Radial Swelling
ath,P,At5g63860|UVR8|UV Repair Defective
ath,G,At5g63890|HISN8|HDH|PDD3|Histidine Biosynthesis
ath,L,At5g63920|TOP3A|Topoisomerase Alpha
ath,P,At5g63950|CHR24|Chromatin Remodeling
ath,T,At5g63980|FRY1|HOS2|ALX8|SAL1|RON1|Fiery
ath,G,At5g64050|OVA3|ERS|Ovule Abortion
ath,P,At5g64330|NPH3|RPT3|Non-Phototropic Hypocotyl
ath,H,At5g64370|PYD3|BETA-UP|Pyrimidine
ath,V,At5g64440|AtFAAH|Fatty Acid Amide Hydrolase
ath,G,At5g64560|MGT9|Magnesium Transporter
ath,S,At5g64580|EMB3144|Embryo Defective
ath,V,At5g64630|FAS2|NFB1|Fasciata
ath,V,At5g64740|IXR2|PRC1|CESA6|Isoxaben Resistant
ath,H,At5g64750|ABR1|ABA Repressor
ath,T,At5g64813|LIP1|Light Insensitive Period
ath,V,At5g64860|DPE1|Disproportionating Enzyme
ath,V,At5g64930|CPR5|HYS1|Constitutive Expression of PR Genes
ath,T,At5g65050|AGL31|MAF2|Agamous Like
ath,C,At5g65090|BST1|DER4|Bristled
ath,B,At5g65110|ACX2|Acyl-CoA Oxidase
ath,V,At5g65165|SDH2-3|Succinate Dehydrogenase
ath,V,At5g65420|CYCD4;1|Cyclin
ath,L,At5g65720|NFS1|NIFS1|Nitrogen Fixation S-Like
ath,V,At5g65800|ACS5|ETO2/ CIN5|ACC Synthase
ath,C,At5g65930|ZWI|KCBP|Zwichel
ath,H,At5g65940|CHY1|CoA Ester Hydrolase
ath,S,At5g66055|EMB2036|EMB16|AKRP|Embryo Defective
ath,H,At5g66130|RAD17|Radiation Sensitive
ath,V,At5g66190|AtLFNR1|FNR1|Leaf FNR
ath,V,At5g66460|MAN7|Endo-B-Mannanase
ath,V,At5g66570|PsbO|MSP-1|OE33|OEE1|OEE33|PS II Oxygen-Evolving Complex
ath,S,At5g66680|DGL1|Defective Glycosylation
ath,B,At5g66750|DDM1|SOM1|SOM4|CHA1|CHR1|Decreased DNA Methylation
ath,G,At5g66760|SDH1-1|Succinate Dehydrogenase
ath,V,At5g66880|SnRK2.3|SNF1-Related Protein Kinase
ath,V,At5g67030|ABA1|NPQ2|IBS3|LOS6|ZEP|ABA Deficient
ath,G,At5g67100|ICU2|Incurvata
ath,B,At5g67160|EPS1|Enhanced Pseudomonas Susceptibility
ath,V,At5g67270|AtEB1C|Microtubule End Binding Protein
ath,P,At5g67320|HOS15|High Expression of Osmotically Responsive Genes
ath,R,At5g67360|AtSBT1.7|ARA12|Subtilisin-Like Serine Protease
ath,H,At5g67420|LBD37|LOB Domain-Containing Protein
ath,S,At5g67570|EMB1408|DG1|Embryo Defective
ath,V,At5g67590|FRO1|Frostbite
